review,page,scraped_at
Enak dipakai tidaaakk lengkeet diwajahhhhhh,9,2025-07-02T23:07:47.392669
Gakkk bikinnnn jerawatannnn dan langsung menyeraaap diwajaaahhh,9,2025-07-02T23:07:47.392679
Rekomenn yq guysss buat pakaiii iniiii,9,2025-07-02T23:07:47.392688
Hargaaa juga ga mahaaalll mahalll amatttt,9,2025-07-02T23:07:47.392696
Produknya nyaman ga bikin kering jugaaaa,9,2025-07-02T23:07:47.392704
Bagus untuk melembabkan dan ringan banget dikulit bisa buat kamu yang kulitnya langi kering plusnya juga dia itu ga white case di kulit ga bikin abu-abu aku udah pake dan kebetulan kulit aku kering rekomen buat kalian deh ayo cobain guyyssss,9,2025-07-02T23:07:47.392734
"Pelembap ini dirancang untuk memperbaiki skin barrier dengan kombinasi 5 jenis ceramide, centella asiatica, dan hyaluronic acid. Teksturnya creamy tapi tetap ringan, cocok untuk semua jenis kulit terutama yang sedang mengalami iritasi, kemerahan, atau kering. Setelah pemakaian rutin, kulit terasa lebih lembap, kenyal, dan kemerahan berkurang. Tidak mengandung alkohol atau parfum, jadi aman untuk kulit sensitif.",9,2025-07-02T23:07:47.392753
"tipee moisturaizerr yangg enak bangettt, inii bantuu bikin jerawatt kuu jadi meredaa, ga merah merah lagii, lembabb banget di kulittt, dann ga beratt kalo di timpa make upp, akuu pake ini 3 bulann kulitnya langsung bagus dan ga ada jerawat tinggal bekas doang",9,2025-07-02T23:07:47.392772
Awal make rasanya gak cocok tapi waktu tahun 2023 coba lagi yang kedua kali ternyata kali ini cocok bangetttt memang di aku harus dipakai dengan metode basic skin care karna waktu itu sensitif parahh dah sering breakout padahal dah pake semua yg gentleâ¦ thanks skintific biruu sudah menyelamatkan kulitkuuu,9,2025-07-02T23:07:47.392790
"Bagus bagus bagus banget sumpah cocok banget dikulit aku yang sangat amat kering, bisa dipakai sehari-hariaman untuk remaja juga ganyasel sih pake produk ini untuk harga juga lebih ekonomis, pokoknya mantulllllll baannnggeeeeeettttttt....",9,2025-07-02T23:07:47.392806
Moisturiser dari skintific yang ini sih gak perlu diragukan lagi buat kamu yang mau memiliki kulit yang moist kenyal lembab seperti pantat bayi. Produk ini juga bagus banget buat mencerahkan wajah dan mengunci kulit supaya skincare yang kalian pake mantulita.,9,2025-07-02T23:07:47.392838
"Semenjak pakai produk ini dari skinbarrier yang rusak, jadi kembali better dan bersih. Jadi ngga takut kalo ada bruntusan yang timbul , dipakein produk ini solusinya sihh llove banget pokonya ini ter baik deh. Langganan banget soalnyaaa",10,2025-07-02T23:07:50.740737
"Skintific moisturizer-nya ringan, cepat nyerap, dan super lembapin! Bantu banget buat kulit kering atau sensitif. Nggak lengket, bikin kulit jadi halus, kenyal, dan skin barrier makin sehat! bukin lecih cerah dan bekas jerawat hilanh",10,2025-07-02T23:07:50.740763
"Bagus banget aku beneran pake produknya, soalnya cocok ga bikin kering di wajah, harga nya juga okeeeee bangetttttttttttttttttttt, ga bikin kusammmmmmmmmmmmmm, pokonyaaaaaa akuuuu sukaaaaa bangettttt samaaaaa produkkkkkknyaaaaaa",10,2025-07-02T23:07:50.740777
"Skintific 5X Ceramide Moisturizer punya tekstur ringan, cepat meresap, dan tidak lengket. Cocok untuk semua jenis kulit, terutama kulit sensitif. Bantu perkuat skin barrier dan melembapkan kulit dengan optimal.",10,2025-07-02T23:07:50.740789
lembab untuk kulit lovv,10,2025-07-02T23:07:50.740793
"Moisturizer bagus banget yang pernah aku coba karena dipake kulit jadi lebih lembab, gak gampang berminyak dan bikin glowing dengan harga yang affrodable dan mudah ditemukan dimana mana dan wajib banget cobain untuk tau manfaatnya dari pake produk ini",10,2025-07-02T23:07:50.740802
Ini produk yang aku suka dari dulu gak bikin jerawat adem terus bikin cerah dan lembut di muka gak ernah bosen pake Produk lokal yang satu ini selalu menjadi juara sih dari dulu sampe sekarang pokoknya thebest banget. Suka banget deh sukses selalu,10,2025-07-02T23:07:50.740818
Moisturizer ternyaman tersuper duper aman banget buat kulit mukaaa aku yang tidak harus pilih pilih produk. Jadi semacam kecandungan pakai produk ini. Sebelum habis produk langsung restock. Produknya gampang banget menyerap kulit dan efek moisnya langsung kerasa bangetttt,10,2025-07-02T23:07:50.740851
Aku udh 2x beli moist ini karena emang secocok itu dikulit wajah. Bener2 melembabkan dan ringan teksturnya gel. Tipe moist yang aku sukaa. Tapi emang sayangnya harganya lumayan yaa hehe..,10,2025-07-02T23:07:50.740866
semoga next bisa upgrade dengan pakcaging yang versii pump,10,2025-07-02T23:07:50.740870
"Skintific Moisturizer ini tuh beneran game changer, apalagi buat yang struggle sama skin barrier rusak, kulit kering, atau breakout karena over-exfoliate. Teksturnya creamy tapi ringan, nggak lengket, dan cepet nyerap. Rasanya tuh adem dan calming banget pas dipakai auto jadi comfort product buat kulit yang lagi rewel.",10,2025-07-02T23:07:50.740883
Hai namaku shinta aku mau reivew jujur nih dengan produk ini. Jujur pertama kali pake aku kaget banget sih kulitku yang awalnya kemerahan jadi reda banget kemerahannya dan ada beberapa jerawat yang mau numbuh jadi ilang. Buat kalian yang mau kulitnya sehat mending pake ini dehð,10,2025-07-02T23:07:50.740897
"Formulanya dapat meredakan jerawat yang sedang kemerahan. Selain itu membuat kulit bebas minyak sepanjang hari dan tentunya sangat ringan. Krim pelembap ini memiliki warna bening dan ketika diaplikasikan pada wajah akan terasa lembut. Selain itu, ketika pemakaian cukup sedikit saja",11,2025-07-02T23:07:53.591671
"produknya bikin kulit keliatan halus, kenyal, pas pakai enakan bgt. bakalan repurchase lagi pokoknya, udah paling cocok buat kulit kombinasi, lovv bgt! bakalan repurchase lagi dan lagiiii! cinta bgt sama produk skintific!!! ð«¶ð»ð«¶ð»ð«¶ð»ð«¶ð»ð«¶ð»ð«¶ð»ð«¶ð»ð«¶ð»",11,2025-07-02T23:07:53.591699
"Menjaga skin barrier, membuat kulit terasa lembab, mudah digunakan, nyaman dimuka, mudab ditemukan, banyak di jual di toko toko skincare atau di marketplace, terdapat beberapa ukuran. Mudah dibawa kemana mana, mudah meresap di kulit.",11,2025-07-02T23:07:53.591712
"Aromanya wangi enak yang kalem, enggak menyengat. Ketika diaplikasikan di kulit wajahku cepat meresap dan membuat kulit terhidrasi dan kenyal. Mudah diratakan dan ringan dikulit. Cocok buat kulitku yang berminyak",11,2025-07-02T23:07:53.591723
"moisturizer yang paling gokil selama kau pakai baru skintific walaupun harganya pricy dengan ukuran segitu doang but asli gonk banget weiii. Kalian harus coba karena ini calming banget di kulit, bikin kulit lebih halus, sehat, dan skin barrier jadi lebih baik",11,2025-07-02T23:07:53.591734
"Alwalnya iseng beli mois dari skintific ini setelah liat manfaat masing-masing varian pilihanku jatuh ke varian ceramide, tak disangka ternyata woww bgt dong buat kulit kaya aku gini, tekstur yang berbentuk jel jadi langsung menyerap ke kulit. Aku udah repurchase lebih dari 10Ã. The best lah mois inii",11,2025-07-02T23:07:53.591744
"Moisturizer nya melembabkan kulit dan membantu meregenerasi kulit, mengurangi kerutan-kerutan dikulit, melembabkan kulit dan tidak menimbulkan iritasi pada kulit, penggunaan jangka panjang tidak membuat ketergantungan, cocok untuk dicoba :))",11,2025-07-02T23:07:53.591754
Sangattt recommended!!!!! Produk sangat melembabkan dan mudah meresap. Sangat buildable dan cocok untuk kulit berminyak. Untuk dipakai sebelum makeup sangat nyaman dan tidak crack. Kulit kering hempass seketikaaaa. Must try!!!!!!,11,2025-07-02T23:07:53.591763
"moisturizer yang paling gokil selama kau pakai baru skintific walaupun harganya pricy dengan ukuran segitu doang but asli gonk banget weiii. Kalian harus coba karena ini calming banget di kulit, bikin kulit lebih halus, sehat, dan skin barrier jadi lebih baik",11,2025-07-02T23:07:53.591773
"Kulitku emang tipe yang kering dan dijidat suka beruntusan, aku udah nyoba banyak produk untuk mengatasi permasalahan dimuka ku, setelah banyak liat orang rekomendasikan ini, aku beraniin buat mencoba. Ternyata emang se cocok itu dimukaku yang kering, love banget sama ini produk",11,2025-07-02T23:07:53.591782
"gongg, walaupun top viral bgt tp beneran oke buat ngelembabin, ga bikin muka jadi makin kusam, kl untuk jerawat biasa aja sihh, tp di muka ku yg normal to dry tu beneran oke, besoknya muka jd lebih kenyel, dan muka lebih halus, kalian cobaa harus bgtt",12,2025-07-02T23:07:56.448923
Sebelum pakai moist skintific yg ini selalu gont,12,2025-07-02T23:07:56.449016
"a ganti karna nggak cocok,, setelah pakai ini kulit wajah nggak rewel dan aman aman aja,,,,,,,, cocok juga di pake pas hamil karna produk ini aman buat bumilll ya..tengkyu ya..jadi nggak ribet gonta ganti lagi",12,2025-07-02T23:07:56.449026
"Suka banget pake moisturizer dari Skintific super ringan di kulit, teksturnya cepat meresap dan tidak meninggalkan rasa lengket sama sekali, sehingga nyaman digunakan bahkan di cuaca panas atau sebelum makeup. Meski ringan, kelembapannya tetap maksimalâkulit terasa lebih halus, kenyal, dan terhidrasi sepanjang hari. Cocok banget buat kulit saya yang cenderung kombinasi, karena tidak membuat area berminyak jadi semakin parah. Ini jadi salah satu moisturizer andalan saya untuk perawatan harian.",12,2025-07-02T23:07:56.449073
Sebelum kenal skintific moisture gel ini gonta ganti pelembab wajah karena dipakai aktifitas outdoor langsung bruntusan tapi setelah kenal skintific moisture gel ini gak perlu kawatir aktifitas ourdoor aman nyaman pakai masker plus gak bikin breakout!! â¤ï¸â¨,12,2025-07-02T23:07:56.449096
"Baguuuus, suka sama produknya. Bener-bener melembabkan kulit wajah dan ngebantu memperbaiki skin barrier. Harganya jg affordable, lumayan ramah di kantong. Cocok dipakai sehari-hari. Kurang lebih sepertinya aku udah abis 4 jar, agak lupa hehe",12,2025-07-02T23:07:56.449119
"Sukaaa pol, bener bener ngefek dikulit aku, aku dah habis berpa jar sampek lupa, bangun tidur cuci muka, kulit rasanya cakeeep aja gitu. Yang jelas bakal aku pake terus, karna secintaaa ituuu sama kamuuuee!!",12,2025-07-02T23:07:56.449140
"Produk nyaman digunakan, melembabkan, mudah menyerap, dan tidak menyebabkan iritasi. Sudah 2 bulan pemakaian hasilnya bagus. Produk sangat nyaman digunakan. Penggunaan produk tidak menyebabkan ketergantungan. Wajib dicoba untuk sehari hari",12,2025-07-02T23:07:56.449162
sukkaaaaasaamaaa produkkkk nyaaaa dariii teksturrrrrrr lemmbuttttt membantuuuu melembabbbb kannnncepattt memmbsntuuuu mencetahhhkannnnn bikinnnn kulittt sehattttttt menunnndaaaaa pemuuaaaannnnnnnnnnnnnnnnnnnnnnnnnn bkinmn,12,2025-07-02T23:07:56.449183
Pertama kali pakai ini malam hari dan paginya wajah langsung feel plumpy dan lembab no kering kering. Bbrp hari beruntusan kecil tapi setelahnya mulussss. Cocok memperbaiki skin barier yg sdh rusak. Harganya juga kalau pas promo sangat worth to buy,12,2025-07-02T23:07:56.449204
"bagus banget buat kulit oily, pagi pagi bangun kulit jadi glowing. bisa dikombinasikan dengan serum lain dan ga bikin iritasi. untuk kemasan yg gede 80 gram bisa awet sampe 2 bulan lebih. buat yg kulitnya acne prone bisa dicoba karna cocok memperbaikiskim barrier",12,2025-07-02T23:07:56.449223
"kandungan aktif Ceramide, Hyaluronic Acid, dan Centella Asiatica, untuk mengatasi permasalahan skin barrier yang rusak seperti jerawat, kemerahan, kulit bertekstur, dan juga kulit kering secara cepat namun tetap aman untuk skin barrier.",13,2025-07-02T23:07:59.397458
"moisturizer kesukaan, bagus banget untuk kulit berminyak, buat kulit wajah jadi lebih cerah yang pasti juga melembabkan, sealu repurchase dan yg terpenting awet bgt, gapernah skip pakai produk ini pokoknya yg belum coba wajib coba karena ini cocok bgt",13,2025-07-02T23:07:59.397484
"Moisturizer kecintaan cewe cewe di indonesia, banyak banget yang pake ini jadi nya aku fomo juga cobain moisturizer ini. Sumpah hasilnya hydrating banget dan gak lengket juga after dipakein. Sebagai sensitif skin aku approve sih sama produk ini",13,2025-07-02T23:07:59.397497
Bagus bgt ini super melembapkan suka bgt pakr iniiii wajib cobain sih guys super super worth to try bgttt,13,2025-07-02T23:07:59.397509
Apalagi klo lagi merah merah itu bagus bgt,13,2025-07-02T23:07:59.397512
Kandungan nya juga ga aneh aneh jadi semua orang bisa pake yokkkk cobainnnn soalnya ini bagus ya walaupun isinya dikit,13,2025-07-02T23:07:59.397515
"Mouist nya wort it bgttttt enak digunakan, ga lengket dimuka, cocok buat kulit, gabikin iritasi, sering ada promo lagi sukak, gampang di aplikasiin, mudah meresap dan yang pasti ga lengket , makasihhh banyakkkkkkkkkkkkkkkkk kakklkkkkkk",13,2025-07-02T23:07:59.397525
"Gak bakalan ada drama kulit ngamuk karena ak punya pereda nya ð sesuka itu aku pake produk skintific ini, formulanya ringan adem enak cepat meresap, dipake pagi malem juga oke banget..cobain deh yang punya kulit sensitif wajib banget pake ini",13,2025-07-02T23:07:59.397536
Bagus banget sangat melembabkan dan menanngkan kulit.,13,2025-07-02T23:07:59.397546
Moist yang cocok banget dimuka aku,13,2025-07-02T23:07:59.397549
Dia langsung menyerap di pake dan bisa banget di pake untuk base makeup,13,2025-07-02T23:07:59.397552
Pokoknya recomend banget buat kalian yang kulitnya kering dan dia bagus banget lah intinya,13,2025-07-02T23:07:59.397555
Bagus pake banget dan cocok di muka aku yang cenderung kering.,13,2025-07-02T23:07:59.397565
Moist ini bikin lembab banget dan cenderung tahan lama lembabnya di muka.,13,2025-07-02T23:07:59.397568
Pokok rekomendasi banget buat orang yang muka kering. Di jamin tidak menyesal membelinya.,13,2025-07-02T23:07:59.397571
Lets try guys!,13,2025-07-02T23:07:59.397573
"Tekstur jelly, cepet buat meresap dikulit,, nyaman dipakai. Cocok buat jerawat sama skin barier cukup buat memperbaiki kulit, recommended pengunaan dimalam besoknya pake serum vit c makin nampol. Dari packaging simpel dan aman tidak tumpahÂ²",13,2025-07-02T23:07:59.397583
"Lagi sayang banget sama Skintific! Kulitku jadi lebih lembap, calming, dan skin barrier makin kuat. Nggak gampang merah & bruntusan berkurang. Bener-bener cocok di kulitku!""",13,2025-07-02T23:07:59.397593
Pokoknya love banget make ini bakalan pake lagi dan beli lagi,13,2025-07-02T23:07:59.397597
"Skintific 5x ceramid barrier mois cocok banget buat yang punya kulit sensitif. Ngga ada sensasi ketarik juga setelah cuci pake ini. Dulu sempat breakout, pas ketemu produk cetaphil ini sangat menolong. Beli yang 80 ml lebih murah. Worth it.",14,2025-07-02T23:08:02.310683
"Mudah meresap, dan sangat melembapkan kulit untuk kulit kombinasi ini. Sehingga untuk skin prep sebelum make up ini dapat digunakan dengan zangat nyaman sampai meresap ke kulit lalu gunakan rangkain skincare lainya. Jadi sesui dengan harganya.",14,2025-07-02T23:08:02.310710
Melembabkan kulit banget dan bikin kulit tone up di keesokan harinya dengan pemakaian di malam hari. Untuk harganya masi masuk akal tapi kalau lagi ada diskon jadi lumayan banget. Worth trying beauties!,14,2025-07-02T23:08:02.310723
Alasan memakai produk ini karena tipe kulit saya cenderung kering. Selama menggunakan produk ini saya merasakan kulit saya menjadi lebih lembab. Tekstur dari moisturizer ini cukup lembut dan tidak terlalu membuat kulit menjadi lengket. Saya menyukai produk ini karena cocok digunakan untuk kulit wajah saya yang kering dan tidak menimbulkan iritasi.,14,2025-07-02T23:08:02.310735
"Aku rasa claim memperbaiki skin barrier ini lebih cocok buat kulit normal to oily, aku pribadi yang dry skin pake ini untuk daily masih aman tp kalo lagi kering2nya ni kulit.. hmmm kureng rasanyað aku pake nya pagi sm malem, oily skin bisa dicoba malem aja krn ini cuku lembab kalo oily",14,2025-07-02T23:08:02.310745
"Ini moisturizer super duper holy grail, waktu pakek retinol kadang besoknya suka kering banget tapi waktu nyoba moisturizer ini kulit ku udah ngga kering kering lagi. Moisturizer ini juga super ringan ngga mengganggu kulit berjerawat ku malah makin calming",14,2025-07-02T23:08:02.310756
